Events,Location,Fighter1,Fighter2,Winner,fighter1_odds,fighter2_odds,Favourite,Label
UFC Vegas 14,Las Vegas; 14th Nov 2020,Randa Markos,Kanako Murata,Kanako Murata,2.7,1.57,f2,Favourite
UFC Vegas 14,Las Vegas; 14th Nov 2020,Tony Gravely,Geraldo De Freitas Jr.,Tony Gravely,1.74,2.35,f1,Favourite
UFC Vegas 14,Las Vegas; 14th Nov 2020,Alex Morono,Rhys McKee,Alex Morono,1.59,2.6,f1,Favourite
UFC Vegas 14,Las Vegas; 14th Nov 2020,Don'tale Mayes,Roque Martinez,Don'tale Mayes,1.44,3.1,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Deiveson Figueiredo,Alex Perez,Deiveson Figueiredo,1.35,3.95,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Valentina Shevchenko,Jennifer Maia,Valentina Shevchenko,1.08,10.96,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Tim Means,Mike Perry,Tim Means,2.33,1.69,f2,Underdog
UFC 255,Las Vegas; 21st Nov 2020,Katlyn Chookagian,Cynthia Calvillo,Katlyn Chookagian,3.26,1.4,f2,Underdog
UFC 255,Las Vegas; 21st Nov 2020,Mauricio Rua,Paul Craig,Paul Craig,2.5,1.62,f2,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Brandon Royval,Brandon Moreno,Brandon Moreno,2.69,1.54,f2,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Joaquin Buckley,Jordan Wright,Joaquin Buckley,1.4,3.26,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Antonina Shevchenko,Ariane da Silva,Antonina Shevchenko,1.67,2.45,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Nicolas Dalby,Daniel Rodriguez,Nicolas Dalby,3.63,1.33,f2,Underdog
UFC 255,Las Vegas; 21st Nov 2020,Alan Jouban,Jared Gooden,Alan Jouban,1.74,2.25,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Kyle Daukaus,Dustin Stoltzfus,Kyle Daukaus,1.36,3.52,f1,Favourite
UFC 255,Las Vegas; 21st Nov 2020,Louis Cosce,Sasha Palatnikov,Sasha Palatnikov,1.26,4.3,f1,Underdog
UFC Vegas 15,Las Vegas; 29th Nov 2020,Anthony Smith,Devin Clark,Anthony Smith,1.74,2.25,f1,Favourite
UFC Vegas 15,Las Vegas; 29th Nov 2020,Miguel Baeza,Takashi Sato,Miguel Baeza,1.57,2.74,f1,Favourite
UFC Vegas 15,Las Vegas; 29th Nov 2020,Parker Porter,Josh Parisian,Parker Porter,2.87,1.5,f2,Underdog
UFC Vegas 15,Las Vegas; 29th Nov 2020,Bill Algeo,Spike Carlyle,Bill Algeo,2.66,1.57,f2,Underdog
UFC Vegas 15,Las Vegas; 29th Nov 2020,Norma Dumont,Ashlee Evans-Smith,Norma Dumont,2.3,1.74,f2,Underdog
UFC Vegas 15,Las Vegas; 29th Nov 2020,Kai Kamaka,Jonathan Pearce,Jonathan Pearce,1.3,3.6,f1,Underdog
UFC Vegas 15,Las Vegas; 29th Nov 2020,Martin Day,Anderson dos Santos,Anderson dos Santos,1.65,2.45,f1,Underdog
UFC Vegas 15,Las Vegas; 29th Nov 2020,Rachael Ostovich,Gina Mazany,Gina Mazany,2.7,1.56,f2,Favourite
UFC Vegas 15,Las Vegas; 29th Nov 2020,Su Mudaerji,Malcolm Gordon,Su Mudaerji,1.33,3.85,f1,Favourite
UFC Vegas 15,Las Vegas; 29th Nov 2020,Luke Sanders,Nathan Maness,Nathan Maness,1.67,2.4,f1,Underdog
UFC Vegas 16,Las Vegas; 6th Dec 2020,Jack Hermansson,Marvin Vettori,Marvin Vettori,2.24,1.83,f2,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Ovince St Preux,Jamahal Hill,Jamahal Hill,2.65,1.6,f2,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Gabriel Benitez,Justin Jaynes,Gabriel Benitez,1.46,3.0,f1,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Roman Dolidze,John Allan,Roman Dolidze,1.55,2.85,f1,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Matt Wiman,Jordan Leavitt,Jordan Leavitt,4.65,1.25,f2,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Louis Smolka,Jose Quinonez,Louis Smolka,1.77,2.25,f1,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Damon Jackson,Ilia Topuria,Ilia Topuria,3.3,1.4,f2,Favourite
UFC Vegas 16,Las Vegas; 6th Dec 2020,Gian Villante,Jake Collier,Jake Collier,1.54,2.75,f1,Underdog
UFC 256,Las Vegas; 13th Dec 2020,Tony Ferguson,Charles Oliveira,Charles Oliveira,1.65,2.47,f1,Underdog
UFC 256,Las Vegas; 13th Dec 2020,Mackenzie Dern,Virna Jandiroba,Mackenzie Dern,1.62,2.55,f1,Favourite
UFC 256,Las Vegas; 13th Dec 2020,Ronaldo Souza,Kevin Holland,Kevin Holland,1.92,2.05,f1,Underdog
UFC 256,Las Vegas; 13th Dec 2020,Junior dos Santos,Ciryl Gane,Ciryl Gane,4.5,1.25,f2,Favourite
UFC 256,Las Vegas; 13th Dec 2020,Cub Swanson,Daniel Pineda,Cub Swanson,2.45,1.65,f2,Underdog
UFC 256,Las Vegas; 13th Dec 2020,Renato Moicano,Rafael Fiziev,Rafael Fiziev,2.15,1.8,f2,Favourite
UFC 256,Las Vegas; 13th Dec 2020,Billy Quarantillo,Gavin Tucker,Gavin Tucker,1.59,2.6,f1,Underdog
UFC 256,Las Vegas; 13th Dec 2020,Tecia Pennington,Sam Hughes,Tecia Pennington,1.17,6.15,f1,Favourite
UFC 256,Las Vegas; 13th Dec 2020,Chase Hooper,Peter Barrett,Chase Hooper,1.36,3.61,f1,Favourite
UFC Vegas 17,Las Vegas; 19th Dec 2020,Stephen Thompson,Geoff Neal,Stephen Thompson,2.0,1.95,f2,Underdog
UFC Vegas 17,Las Vegas; 19th Dec 2020,Jose Aldo,Marlon Vera,Jose Aldo,1.77,2.32,f1,Favourite
UFC Vegas 17,Las Vegas; 19th Dec 2020,Michel Pereira,Kalinn Williams,Michel Pereira,1.89,2.02,f1,Favourite
UFC Vegas 17,Las Vegas; 19th Dec 2020,Marlon Moraes,Rob Font,Rob Font,1.7,2.35,f1,Underdog
UFC Vegas 17,Las Vegas; 19th Dec 2020,Greg Hardy,Marcin Tybura,Marcin Tybura,1.91,2.02,f1,Underdog
UFC Vegas 17,Las Vegas; 19th Dec 2020,Anthony Pettis,Alex Morono,Anthony Pettis,1.48,2.9,f1,Favourite
UFC Vegas 17,Las Vegas; 19th Dec 2020,Pannie Kianzad,Sijara Eubanks,Pannie Kianzad,2.37,1.68,f2,Underdog
UFC Vegas 17,Las Vegas; 19th Dec 2020,Deron Winn,Antonio Arroyo,Deron Winn,2.5,1.62,f2,Underdog
UFC Vegas 17,Las Vegas; 19th Dec 2020,Gillian Robertson,Taila Santos,Taila Santos,1.91,2.0,f1,Underdog
UFC Vegas 17,Las Vegas; 19th Dec 2020,Jamie Pickett,Tafon Nchukwi,Tafon Nchukwi,3.76,1.33,f2,Favourite
UFC Vegas 17,Las Vegas; 19th Dec 2020,Jimmy Flick,Cody Durden,Jimmy Flick,1.69,2.35,f1,Favourite
UFC Vegas 17,Las Vegas; 19th Dec 2020,Christos Giagos,Carlton Minus,Christos Giagos,1.32,3.85,f1,Favourite
UFC FN,Yas Island; 16th Jan 2021,Max Holloway,Calvin Kattar,Max Holloway,1.67,2.5,f1,Favourite
UFC FN,Yas Island; 16th Jan 2021,Carlos Condit,Matt Brown,Carlos Condit,1.61,2.65,f1,Favourite
UFC FN,Yas Island; 16th Jan 2021,Santiago Ponzinibbio,Li Jingliang,Li Jingliang,1.33,3.9,f1,Underdog
UFC FN,Yas Island; 16th Jan 2021,Joaquin Buckley,Alessio Di Chirico,Alessio Di Chirico,1.38,3.36,f1,Underdog
UFC FN,Yas Island; 16th Jan 2021,Punahele Soriano,Dusko Todorovic,Punahele Soriano,2.38,1.69,f2,Underdog
UFC FN,Yas Island; 16th Jan 2021,Yanan Wu,Joselyne Edwards,Joselyne Edwards,1.96,1.95,f2,Favourite
UFC FN,Yas Island; 16th Jan 2021,Carlos Felipe,Justin Tafa,Carlos Felipe,1.53,2.74,f1,Favourite
UFC FN,Yas Island; 16th Jan 2021,David Zawada,Ramazan Emeev,Ramazan Emeev,3.16,1.41,f2,Favourite
UFC FN,Yas Island; 16th Jan 2021,Sarah Moras,Vanessa Melo,Vanessa Melo,1.42,3.16,f1,Underdog
UFC FN,Yas Island; 16th Jan 2021,Austin Lingo,Jacob Kilburn,Austin Lingo,1.49,2.85,f1,Favourite
UFC 257,Yas Island; 24th Jan 2021,Conor McGregor,Dustin Poirier,Dustin Poirier,1.35,3.7,f1,Underdog
UFC 257,Yas Island; 24th Jan 2021,Daniel Hooker,Michael Chandler,Michael Chandler,1.83,2.13,f1,Underdog
UFC 257,Yas Island; 24th Jan 2021,Jessica Eye,Joanne Wood,Joanne Wood,2.03,1.89,f2,Favourite
UFC 257,Yas Island; 24th Jan 2021,Makhmud Muradov,Andrew Sanchez,Makhmud Muradov,1.61,2.55,f1,Favourite
UFC 257,Yas Island; 24th Jan 2021,Marina Alcalde Rodriguez,Amanda Ribas,Marina Alcalde Rodriguez,3.6,1.35,f2,Underdog
UFC 257,Yas Island; 24th Jan 2021,Matt Frevola,Arman Tsarukyan,Arman Tsarukyan,6.3,1.17,f2,Favourite
UFC 257,Yas Island; 24th Jan 2021,Brad Tavares,Antonio Carlos Junior,Brad Tavares,1.76,2.2,f1,Favourite
UFC 257,Yas Island; 24th Jan 2021,Sara McMann,Julianna Pena,Julianna Pena,1.83,2.13,f1,Underdog
UFC 257,Yas Island; 24th Jan 2021,Khalil Rountree,Marcin Prachnio,Marcin Prachnio,1.32,3.74,f1,Underdog
UFC 257,Yas Island; 24th Jan 2021,Movsar Evloev,Nik Lentz,Movsar Evloev,1.18,6.45,f1,Favourite
UFC 257,Yas Island; 24th Jan 2021,Amir Albazi,Zhalgas Zhumagulov,Amir Albazi,2.05,1.89,f2,Underdog
UFC FN,Las Vegas; 6th Feb 2021,Alistair Overeem,Alexander Volkov,Alexander Volkov,2.64,1.57,f2,Favourite
UFC FN,Las Vegas; 6th Feb 2021,Cory Sandhagen,Frankie Edgar,Cory Sandhagen,1.29,4.51,f1,Favourite
UFC FN,Las Vegas; 6th Feb 2021,Michael Johnson,Clay Guida,Clay Guida,1.5,2.86,f1,Underdog
UFC FN,Las Vegas; 6th Feb 2021,Alexandre Pantoja,Manel Kape,Alexandre Pantoja,1.79,2.15,f1,Favourite
UFC FN,Las Vegas; 6th Feb 2021,Carlos Diego Ferreira,Beneil Dariush,Beneil Dariush,1.85,2.04,f1,Underdog
UFC FN,Las Vegas; 6th Feb 2021,Mike Rodriguez,Danilo Marques,Danilo Marques,1.44,3.11,f1,Underdog
UFC FN,Las Vegas; 6th Feb 2021,Devonte Smith,Justin Jaynes,Devonte Smith,1.32,3.9,f1,Favourite
UFC FN,Las Vegas; 6th Feb 2021,Joselyne Edwards,Karol Rosa,Karol Rosa,3.15,1.46,f2,Favourite
UFC FN,Las Vegas; 6th Feb 2021,Molly McCann,Lara Fritzen Procopio,Lara Fritzen Procopio,1.66,2.41,f1,Underdog
UFC FN,Las Vegas; 6th Feb 2021,Seung Woo Choi,Youssef Zalal,Seung Woo Choi,3.06,1.49,f2,Underdog
UFC FN,Las Vegas; 6th Feb 2021,Martin Day,Timur Valiev,Timur Valiev,3.87,1.31,f2,Favourite
UFC FN,Las Vegas; 6th Feb 2021,Ode Osbourne,Jerome Rivera,Ode Osbourne,1.45,2.85,f1,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Curtis Blaydes,Derrick Lewis,Derrick Lewis,1.26,4.36,f1,Underdog
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Ketlen Vieira,Yana Santos,Yana Santos,1.39,3.31,f1,Underdog
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Charles Rosa,Darrick Minner,Darrick Minner,1.56,2.69,f1,Underdog
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Aleksei Oleinik,Chris Daukaus,Chris Daukaus,2.53,1.63,f2,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Nassourdine Imavov,Phil Hawes,Phil Hawes,2.08,1.83,f2,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Andrei Arlovski,Tom Aspinall,Tom Aspinall,3.11,1.42,f2,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Danny Chavez,Jared Gordon,Jared Gordon,1.75,2.23,f1,Underdog
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Eddie Wineland,John Castaneda,John Castaneda,2.13,1.83,f2,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Julian Erosa,Nate Landwehr,Julian Erosa,1.91,2.0,f1,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Shana Dobson,Casey O'Neill,Casey O'Neill,2.3,1.71,f2,Favourite
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Aiemann Zahabi,Drako Rodriguez,Aiemann Zahabi,2.6,1.6,f2,Underdog
UFC Fight Night 185,Las Vegas; 20th Feb 2021,Sergey Spivak,Jared Vanderaa,Sergey Spivak,1.43,3.06,f1,Favourite
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Jairzinho Rozenstruik,Ciryl Gane,Ciryl Gane,3.25,1.43,f2,Favourite
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Nikita Krylov,Magomed Ankalaev,Magomed Ankalaev,3.9,1.34,f2,Favourite
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Pedro Munhoz,Jimmie Rivera,Pedro Munhoz,2.3,1.71,f2,Underdog
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Alex Caceres,Kevin Croom,Alex Caceres,1.56,2.63,f1,Favourite
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Alexander Hernandez,Thiago Moises,Thiago Moises,1.5,3.0,f1,Underdog
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Alexis Davis,Sabina Mazo,Alexis Davis,2.8,1.51,f2,Underdog
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Vince Cachero,Ronnie Lawrence,Ronnie Lawrence,2.5,1.65,f2,Favourite
UFC Fight Night 186,Las Vegas; 28th Feb 2021,Dustin Jacoby,Maxim Grishin,Dustin Jacoby,1.6,2.58,f1,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Israel Adesanya,Jan Blachowicz,Jan Blachowicz,1.44,3.04,f1,Underdog
UFC 259,Las Vegas; 6th Mar 2021,Amanda Nunes,Megan Anderson,Amanda Nunes,1.16,8.02,f1,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Petr Yan,Aljamain Sterling,Aljamain Sterling,1.93,2.0,f1,Underdog
UFC 259,Las Vegas; 6th Mar 2021,Islam Makhachev,Drew Dober,Islam Makhachev,1.29,4.25,f1,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Thiago Santos,Aleksandar Rakic,Aleksandar Rakic,2.43,1.67,f2,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Dominick Cruz,Casey Kenney,Dominick Cruz,2.2,1.83,f2,Underdog
UFC 259,Las Vegas; 6th Mar 2021,Yadong Song,Kyler Phillips,Kyler Phillips,1.67,2.43,f1,Underdog
UFC 259,Las Vegas; 6th Mar 2021,Joseph Benavidez,Askar Askarov,Askar Askarov,2.14,1.85,f2,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Rogerio Bontorin,Kai Kara-France,Kai Kara-France,2.18,1.76,f2,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Tim Elliott,Jordan Espinosa,Tim Elliott,2.05,1.93,f2,Underdog
UFC 259,Las Vegas; 6th Mar 2021,Carlos Ulberg,Kennedy Nzechukwu,Kennedy Nzechukwu,1.42,3.16,f1,Underdog
UFC 259,Las Vegas; 6th Mar 2021,Sean Brady,Jake Matthews,Sean Brady,1.51,2.8,f1,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Livia Renata Souza,Amanda Lemos,Amanda Lemos,3.01,1.44,f2,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Uros Medic,Aalon Cruz,Uros Medic,1.64,2.46,f1,Favourite
UFC 259,Las Vegas; 6th Mar 2021,Mario Bautista,Trevin Jones,Trevin Jones,1.45,3.0,f1,Underdog
UFC 260,Las Vegas; 28th Mar 2021,Stipe Miocic,Francis Ngannou,Francis Ngannou,2.25,1.77,f2,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Tyron Woodley,Vicente Luque,Vicente Luque,3.15,1.44,f2,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Thomas Almeida,Sean O'Malley,Sean O'Malley,3.75,1.33,f2,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Gillian Robertson,Miranda Maverick,Miranda Maverick,2.47,1.64,f2,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Jamie Mullarkey,Khama Worthy,Jamie Mullarkey,2.12,1.83,f2,Underdog
UFC 260,Las Vegas; 28th Mar 2021,Fabio Cherant,Alonzo Menifield,Alonzo Menifield,3.7,1.36,f2,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Abubakar Nurmagomedov,Jared Gooden,Abubakar Nurmagomedov,1.44,3.06,f1,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Michal Oleksiejczuk,Modestas Bukauskas,Michal Oleksiejczuk,1.61,2.55,f1,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Omar Morales,Shane Young,Omar Morales,1.55,2.75,f1,Favourite
UFC 260,Las Vegas; 28th Mar 2021,Abu Azaitar,Marc-Andre Barriault,Marc-Andre Barriault,2.09,1.83,f2,Favourite
UFC FN,Las Vegas; 1st May 2021,Dominick Reyes,Jiri Prochazka,Jiri Prochazka,2.15,1.81,f2,Favourite
UFC FN,Las Vegas; 1st May 2021,Cub Swanson,Giga Chikadze,Giga Chikadze,2.63,1.74,f2,Favourite
UFC FN,Las Vegas; 1st May 2021,Sean Strickland,Krzysztof Jotko,Sean Strickland,1.43,3.16,f1,Favourite
UFC FN,Las Vegas; 1st May 2021,Merab Dvalishvili,Cody Stamann,Merab Dvalishvili,1.44,3.15,f1,Favourite
UFC FN,Las Vegas; 1st May 2021,Randa Markos,Luana Pinheiro,Luana Pinheiro,2.55,1.61,f2,Favourite
UFC FN,Las Vegas; 1st May 2021,Kai Kamaka,T.J. Brown,T.J. Brown,1.66,2.43,f1,Underdog
UFC FN,Las Vegas; 1st May 2021,Poliana Botelho,Luana Carolina,Luana Carolina,1.45,3.18,f1,Underdog
UFC FN,Las Vegas; 1st May 2021,Loma Lookboonmee,Sam Hughes,Loma Lookboonmee,1.3,4.3,f1,Favourite
UFC FN,Las Vegas; 1st May 2021,Andreas Michailidis,KB Bhular,Andreas Michailidis,inf,inf,f1,Favourite
UFC FN,Las Vegas; 1st May 2021,Felipe Colares,Luke Sanders,Felipe Colares,2.38,1.72,f2,Underdog
UFC 262,Houston; 15th May 2021,Charles Oliveira,Michael Chandler,Charles Oliveira,1.8,2.18,f1,Favourite
UFC 262,Houston; 15th May 2021,Tony Ferguson,Beneil Dariush,Beneil Dariush,2.64,1.61,f2,Favourite
UFC 262,Houston; 15th May 2021,Rogerio Bontorin,Matt Schnell,Rogerio Bontorin,2.43,1.64,f2,Underdog
UFC 262,Houston; 15th May 2021,Katlyn Chookagian,Viviane Araujo,Katlyn Chookagian,1.74,2.23,f1,Favourite
UFC 262,Houston; 15th May 2021,Shane Burgos,Edson Barboza,Edson Barboza,1.77,2.18,f1,Underdog
UFC 262,Houston; 15th May 2021,Ronaldo Souza,Andre Muniz,Andre Muniz,1.93,2.0,f1,Underdog
UFC 262,Houston; 15th May 2021,Mike Grundy,Lando Vannata,Lando Vannata,1.88,2.1,f1,Underdog
UFC 262,Houston; 15th May 2021,Jordan Wright,Jamie Pickett,Jordan Wright,1.94,1.95,f1,Favourite
UFC 262,Houston; 15th May 2021,Andrea Lee,Antonina Shevchenko,Andrea Lee,2.1,1.82,f2,Underdog
UFC 262,Houston; 15th May 2021,Gina Mazany,Priscila Cachoeira,Priscila Cachoeira,1.5,2.85,f1,Underdog
UFC 262,Houston; 15th May 2021,Kevin Aguilar,Tucker Lutz,Tucker Lutz,2.04,1.87,f2,Favourite
UFC 262,Houston; 15th May 2021,Christos Giagos,Sean Soriano,Christos Giagos,1.49,2.9,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,Rob Font,Cody Garbrandt,Rob Font,1.93,1.96,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,Yan Xiaonan,Carla Esparza,Carla Esparza,1.87,2.08,f1,Underdog
UFC FN,Las Vegas; 22nd May 2021,Justin Tafa,Jared Vanderaa,Jared Vanderaa,1.58,2.6,f1,Underdog
UFC FN,Las Vegas; 22nd May 2021,Felicia Spencer,Norma Dumont,Norma Dumont,1.68,2.45,f1,Underdog
UFC FN,Las Vegas; 22nd May 2021,Ricardo Ramos,Bill Algeo,Ricardo Ramos,2.09,1.85,f2,Underdog
UFC FN,Las Vegas; 22nd May 2021,Jack Hermansson,Edmen Shahbazyan,Jack Hermansson,1.67,2.38,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,Ben Rothwell,Chris Barnett,Ben Rothwell,1.33,3.63,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,Claudio Silva,Court McGee,Court McGee,1.99,1.95,f2,Favourite
UFC FN,Las Vegas; 22nd May 2021,Bruno Silva,Victor Rodriguez,Bruno Silva,1.31,3.84,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,Joshua Culibao,Yilan Sha,Joshua Culibao,1.41,3.16,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,David Dvorak,Juancamilo Ronderos,David Dvorak,inf,inf,f1,Favourite
UFC FN,Las Vegas; 22nd May 2021,Damir Ismagulov,Rafael Alves,Damir Ismagulov,1.19,5.5,f1,Favourite
UFC 263,Arizona; 12th Jun 2021,Israel Adesanya,Marvin Vettori,Israel Adesanya,1.4,3.25,f1,Favourite
UFC 263,Arizona; 12th Jun 2021,Deiveson Figueiredo,Brandon Moreno,Brandon Moreno,1.45,3.0,f1,Underdog
UFC 263,Arizona; 12th Jun 2021,Nate Diaz,Leon Edwards,Leon Edwards,5.72,1.22,f2,Favourite
UFC 263,Arizona; 12th Jun 2021,Demian Maia,Belal Muhammad,Belal Muhammad,3.17,1.45,f2,Favourite
UFC 263,Arizona; 12th Jun 2021,Paul Craig,Jamahal Hill,Paul Craig,3.54,1.36,f2,Underdog
UFC 263,Arizona; 12th Jun 2021,Drew Dober,Brad Riddell,Brad Riddell,1.74,2.23,f1,Underdog
UFC 263,Arizona; 12th Jun 2021,Darren Stewart,Eryk Anders,Eryk Anders,2.33,1.69,f2,Favourite
UFC 263,Arizona; 12th Jun 2021,Lauren Murphy,Joanne Wood,Lauren Murphy,2.33,1.7,f2,Underdog
UFC 263,Arizona; 12th Jun 2021,Hakeem Dawodu,Movsar Evloev,Movsar Evloev,3.01,1.44,f2,Favourite
UFC 263,Arizona; 12th Jun 2021,Pannie Kianzad,Alexis Davis,Pannie Kianzad,1.54,2.8,f1,Favourite
UFC 263,Arizona; 12th Jun 2021,Matt Frevola,Terrance McKinney,Terrance McKinney,1.38,3.25,f1,Underdog
UFC 263,Arizona; 12th Jun 2021,Steven Peterson,Chase Hooper,Steven Peterson,1.89,2.02,f1,Favourite
UFC 263,Arizona; 12th Jun 2021,Fares Ziam,Luigi Vendramini,Fares Ziam,1.76,2.18,f1,Favourite
UFC 263,Arizona; 12th Jun 2021,Carlos Felipe,Jake Collier,Carlos Felipe,1.6,2.53,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Islam Makhachev,Thiago Moises,Islam Makhachev,1.17,5.9,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Miesha Tate,Marion Reneau,Miesha Tate,1.77,2.23,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Mateusz Gamrot,Jeremy Stephens,Mateusz Gamrot,1.5,2.95,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Rodolfo Vieira,Dustin Stoltzfus,Rodolfo Vieira,1.45,2.98,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Billy Quarantillo,Gabriel Benitez,Billy Quarantillo,2.65,1.58,f2,Underdog
UFC FN,Las Vegas; 17th Jul 2021,Daniel Rodriguez,Preston Parsons,Daniel Rodriguez,1.4,3.25,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Amanda Lemos,Montserrat Ruiz,Amanda Lemos,1.22,5.15,f1,Favourite
UFC FN,Las Vegas; 17th Jul 2021,Khalid Taha,Sergey Morozov,Sergey Morozov,1.62,2.45,f1,Underdog
UFC FN,Las Vegas; 17th Jul 2021,Francisco Figueiredo,Malcolm Gordon,Malcolm Gordon,1.33,3.65,f1,Underdog
UFC FN,Las Vegas; 17th Jul 2021,Rodrigo Nascimento Ferreira,Alan Baudot,Rodrigo Nascimento Ferreira,inf,inf,f1,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Kelvin Gastelum,Jared Cannonier,Jared Cannonier,2.25,1.77,f2,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Clay Guida,Mark O. Madsen,Mark O. Madsen,2.46,1.69,f2,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Chase Sherman,Parker Porter,Parker Porter,1.58,2.65,f1,Underdog
UFC FN,Las Vegas; 21st Aug 2021,Saidyokub Kakhramonov,Trevin Jones,Saidyokub Kakhramonov,2.37,1.69,f2,Underdog
UFC FN,Las Vegas; 21st Aug 2021,Vinc Pichel,Austin Hubbard,Vinc Pichel,1.85,2.19,f1,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,1.67,2.5,f1,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Luis Saldana,Austin Lingo,Austin Lingo,1.91,2.04,f1,Underdog
UFC FN,Las Vegas; 21st Aug 2021,Brian Kelleher,Domingo Pilarte,Brian Kelleher,1.62,2.5,f1,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Bea Malecki,Josiane Nunes,Josiane Nunes,1.69,2.4,f1,Underdog
UFC FN,Las Vegas; 21st Aug 2021,William Knight,Fabio Cherant,William Knight,1.62,2.52,f1,Favourite
UFC FN,Las Vegas; 21st Aug 2021,Roosevelt Roberts,Ignacio Bahamondes,Ignacio Bahamondes,1.69,2.44,f1,Underdog
UFC FN,Las Vegas; 21st Aug 2021,Ramiz Brahimaj,Sasha Palatnikov,Ramiz Brahimaj,1.69,2.5,f1,Favourite
UFC FN,Las Vegas; 28th Aug 2021,Edson Barboza,Giga Chikadze,Giga Chikadze,1.86,2.1,f1,Underdog
UFC FN,Las Vegas; 28th Aug 2021,Bryan Battle,Gilbert Urbina,Bryan Battle,1.61,2.64,f1,Favourite
UFC FN,Las Vegas; 28th Aug 2021,Ricky Turcios,Brady Hiestand,Ricky Turcios,1.68,2.38,f1,Favourite
UFC FN,Las Vegas; 28th Aug 2021,Daniel Rodriguez,Kevin Lee,Daniel Rodriguez,2.3,1.74,f2,Underdog
UFC FN,Las Vegas; 28th Aug 2021,Andre Petroski,Micheal Gillmore,Andre Petroski,1.2,5.5,f1,Favourite
UFC FN,Las Vegas; 28th Aug 2021,Gerald Meerschaert,Makhmud Muradov,Gerald Meerschaert,6.5,1.17,f2,Underdog
